epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.9543253779411316,0.9989247918128967,1.1240887641906738,1e-04,0.9792561531066895,0.9079232811927795,0.9958024621009827,0.9999778866767883,0.868079423904419,0.997025728225708,0.9932407140731812
1,0.9937037229537964,0.9999638199806213,0.849866509437561,1e-04,0.9977810978889465,0.9754894375801086,0.9985802173614502,0.9999811053276062,0.7388116717338562,0.9991647601127625,0.9968827366828918
2,0.9969047904014587,0.9999820590019226,0.7552386522293091,1e-04,0.9987251162528992,0.9896163940429688,0.9991975426673889,0.9999819397926331,0.6869064569473267,0.9994439482688904,0.9985802173614502
3,0.9978240728378296,0.9999668002128601,0.7155172824859619,1e-04,0.9989495873451233,0.9937698245048523,0.9987345933914185,0.9999503493309021,0.6663699746131897,0.9991042613983154,0.9983642101287842
4,0.9980754256248474,0.999973714351654,0.6968419551849365,1e-04,0.9989047646522522,0.995290994644165,0.9992901086807251,0.9999818801879883,0.6544916033744812,0.999505877494812,0.9988889098167419
5,0.9985449910163879,0.9999699592590332,0.6862694621086121,1e-04,0.9991775751113892,0.9963889122009277,0.998487651348114,0.9999074339866638,0.65074223279953,0.9990116357803345,0.9982715845108032
6,0.9984920620918274,0.9999447464942932,0.6804119944572449,1e-04,0.9991515278816223,0.9968915581703186,0.9992592334747314,0.9999827146530151,0.646133542060852,0.9994133710861206,0.9990123510360718
